,point.objects.object0.position[0],point.objects.object0.position[1],point.params.quoted_param0,point.params.quoted_param1,rho
0,-2.3853378347783387,0.0,65866.52025410163,3.0,-5.117400954386653
1,-5.5047642492676605,0.0,81867.66885707788,3.0,-24.927210245395063
2,7.863210442091743,0.0,51334.82942936391,4.0,-11.129264553001455
